,Has Twitter,Number of tweets in total,Twitter Handle,Twitter followers,Twitter following
1084284,0,,,,
1128253,0,,,,
1032339,0,,,,
295799,0,,,,
267781,1,1293,BridportLC,1053,661
1008924,1,754,gwelfare,778,361
1119061,0,,,,
1118885,0,,,,
313523,0,,,,
1106136,0,,,,
1026395,0,,,,
1129749,1,839,AylesburyMeths,124,178
1076588,0,,,,
1102157,0,,,,
213782,1,2418,theRABDF,5661,1583
1080165,0,,,,
1079335,0,,,,
1053933,0,,,,
1084972,0,,,,
1128400,0,,,,
232841,1,3483,monmouthDCO,763,235
1111843,0,,,,
326303,0,,,,
263004,1,2369,sealed_knot,2947,2218
1122489,0,,,,
1010166,1,7531,UnionChapelUK,14733,728
250797,0,,,,
1130367,0,,,,
517887,0,,,,
1041566,0,,,,
1102814,1,1041,SLRAcharity,762,333
1113311,0,,,,
700639,1,206,yhct88,159,115
1092770,0,,,,
1107307,0,,,,
1065063,0,,,,
1032809,0,,,,
1087748,0,,,,
1130551,0,,,,
1091482,0,,,,
1109771,0,,,,
1090261,0,,,,
1088423,0,,,,
1111521,0,,,,
1127841,0,,,,
1121835,0,,,,
1109399,0,,,,
1103883,0,,,,
1046859,0,,,,
1040269,0,,,,
1129392,1,20300,fatface,31358,917
1092789,0,,,,
1111747,0,,,,
1092363,0,,,,
1040130,0,,,,
1132546,0,,,,
1116247,1,270,@BirthlinkUK,163,300
1131611,0,,,,
1099756,0,,,,
288655,1,353,Wandle_WIM,307,196
1130091,0,,,,
1097743,1,,CityTheatreComp,,
1035055,0,,,,
1130745,1,1262,VicHallBMM,281,217
1086617,1,556,TimeForMarriage,432,273
1134048,0,,,,
1116273,0,,,,
1111588,0,,,,
1014598,0,,,,
299535,0,,,,
1063463,1,37,KHplaycare,44,33
1041117,0,,,,
802227,1,2683,bridgemh,1432,1633
1090979,0,,,,
1125037,0,,,,
522622,0,,,,
1089777,0,,,,
302979,0,,,,
1106977,0,,,,
1070028,0,,,,
1040679,1,,SandwellCross,,
801417,0,,,,
510797,1,7809,llangollen_Eist,4987,941
1046305,0,,,,
1107495,0,,,,
1098118,0,,,,
1063696,1,22751,age_uk,118544,8299
292850,0,,,,
1122935,0,,,,
1089254,0,,,,
1113965,0,,,,
1000413,0,,,,
1005075,1,2010,redbridgecvs,1186,340
1063888,0,,,,
1094231,1,5452,AllergyUk1,9014,1024
235412,0,,,,
1112457,0,,,,
1081005,0,,,,
1123800,0,,,,
1055486,0,,,,
508753,0,,,,
1064469,0,,,,
1055931,0,,,,
1062607,0,,,,
1126118,0,,,,
1034780,0,,,,
501848,1,10253,nottinghamcvs,4308,1572
1102005,0,,,,
1032109,0,,,,
1120010,0,,,,
1035445,0,,,,
1123914,0,,,,
294120,0,,,,
328370,0,,,,
260560,0,,,,
1064318,1,25,BarnOxted,50,0
1093523,0,,,,
1080438,0,,,,
1074879,0,,,,
265856,0,,,,
206300,0,,,,
1085689,1,1597,RabbitRWAF,4010,847
1106882,1,739,heugh_museum,212,139
273874,1,934,TheWelshCavalry,1886,269
1113404,0,,,,
292116,0,,,,
1130788,0,,,,
1100421,0,,,,
231667,0,,,,
1029040,0,,,,
210443,1,886,LiverpoolYMCA,1041,703
1099366,1,85044,Everton,1696792,260
1133512,0,,,,
1125693,0,,,,
1024384,1,82,1stsolihull,154,31
1070582,1,8927,METROcharity,3661,1767
1116206,0,,,,
1007489,0,,,,
1017810,0,,,,
1027145,0,,,,
1089065,0,,,,
1044942,0,,,,
1125035,0,,,,
1113817,1,1860,SotonChoral,743,643
1080365,0,,,,
1072117,1,6771,FEMSTweets,7275,2021
1133354,1,13547,ArthurRankHouse,2983,1372
1112729,0,,,,
1105769,1,2415,AgeUKSalford,2895,2365
228361,0,,,,
1129904,1,3034,NSAFS,1617,900
1131850,1,2930,lsjs_hendon,1891,588
1126087,0,,,,
1074711,0,,,,
1095553,0,,,,
1125030,0,,,,
1049996,1,3323,knowsleycab1,1812,428
1104805,0,,,,
1112513,0,,,,
1125396,0,,,,
1120761,0,,,,
226276,0,,,,
1043200,0,,,,
1043229,0,,,,
1130196,1,210,urspsi,122,24
1111248,0,,,,
1124780,0,,,,
1085090,0,,,,
1069180,0,,,,
1106296,0,,,,
1086243,0,,,,
1000451,0,,,,
1000658,0,,,,
1069767,1,747,tvam_uk,180,2
1036982,0,,,,
1065908,0,,,,
1001176,0,,,,
1129130,0,,,,
1024730,0,,,,
1130915,0,,,,
1111471,0,,,,
1109298,1,3621,mouthcancermcf,2940,1773
1129189,0,,,,
1129262,1,190,AyrielMusic,137,497
232421,0,,,,
1109242,1,8805,JamyangLeeds,933,149
1109230,0,,,,
700269,1,2413,wirralcc,621,302
1094607,0,,,,
1034679,0,,,,
1061654,0,,,,
213884,0,,,,
291012,0,,,,
272594,0,,,,
1069505,0,,,,
1056565,1,490,aomrc,3570,263
1093753,1,276,ESVSmembership,1415,32
1027135,0,,,,
1048504,0,,,,
1122585,1,168,FriendsofWHH,78,176
1110248,0,,,,
1130255,1,3949,HofeshCo,8841,2766
1117789,0,,,,
511141,0,,,,
1108757,0,,,,
270726,0,,,,
282262,0,,,,
1064649,0,,,,
240513,0,,,,
1123848,0,,,,
1123745,0,,,,
1058295,0,,,,
1098975,1,7263,_TheGarage,3426,1859
1100446,0,,,,
1123124,0,,,,
1125153,0,,,,
1098117,1,3603,PCRSUK,3522,2013
1131350,1,12439,cityyearuk,5262,1887
279786,0,,,,
1092860,0,,,,
506288,0,,,,
277514,0,,,,
1123506,0,,,,
1084787,1,4019,RoRlatest,5035,849
1030900,0,,,,
1069370,0,,,,
1102613,0,,,,
1116532,1,1776,sreproject,1008,878
1081830,0,,,,
1125306,0,,,,
1080725,0,,,,
1104403,0,,,,
1130549,0,,,,
1073756,1,51,masontrust,51,52
1107459,0,,,,
1111040,0,,,,
1086425,0,,,,
294455,0,,,,
1092554,0,,,,
1037922,0,,,,
1110428,0,,,,
1095850,0,,,,
1039041,0,,,,
1090717,0,,,,
291415,0,,,,
1086698,0,,,,
1124251,0,,,,
1120410,0,,,,
1085213,0,,,,
1106304,0,,,,
1046901,0,,,,
1108148,0,,,,
1106752,0,,,,
1129183,0,,,,
1109891,0,,,,
1042250,0,,,,
1044093,0,,,,
1115894,0,,,,
1131563,0,,,,
231410,0,,,,
1102670,0,,,,
1133218,1,3343,ProducersDirect,1702,1630
1094275,0,,,,
1082274,0,,,,
1053979,0,,,,
1057407,0,,,,
1058001,1,626,leedstie,550,622
1108048,0,,,,
1089636,0,,,,
234288,1,1722,PlayhouseWhit,2260,393
1005976,1,204,Pathwaygb,360,115
1017540,0,,,,
1028876,0,,,,
1128179,0,,,,
1067354,0,,,,
1021652,0,,,,
1114625,0,,,,
1060985,0,,,,
1080700,0,,,,
802888,0,,,,
1046443,0,,,,
272135,0,,,,
1126564,0,,,,
293042,0,,,,
279802,0,,,,
1075394,1,110,ashantiakim,34,43
1068307,0,,,,
1044438,0,,,,
1099122,0,,,,
1068581,1,14550,racingwelfare,10124,2566
1079572,1,1877,ageukmedway,705,589
1128298,1,2193,enfieldchurch,280,191
208228,0,,,,
1107240,0,,,,
1035235,0,,,,
1104427,1,6857,ShakespeareatTF,4508,1404
1107809,1,10155,TheStoryMuseum,10920,1025
1071064,0,,,,
293835,1,1973,Elizabeth_found,950,533
1103021,0,,,,
299633,0,,,,
1086515,0,,,,
1102074,1,1180,FlyingStartNews,1872,235
1111799,0,,,,
1004142,0,,,,
1124661,0,,,,
1106837,0,,,,
1080543,0,,,,
1098712,1,380,HE_Sanctuary,232,201
259483,1,17857,LeukaemiaCAREuk,6503,4286
1103746,0,,,,
1105586,0,,,,
1056071,0,,,,
231011,0,,,,
1101339,1,344,BCTFS,112,89
1039625,0,,,,
1097092,1,2224,AddingtonFund,1889,2006
1098090,0,,,,
311048,0,,,,
282921,0,,,,
1117844,0,,,,
1107818,0,,,,
1101170,0,,,,
1112570,0,,,,
1085666,0,,,,
1056627,0,,,,
1026032,0,,,,
1005211,0,,,,
1045781,1,10051,leaf_farming,18898,1486
1086837,1,3368,HospiceatHomeWC,1171,2367
1062233,0,,,,
1115871,1,15049,CIBSE,22669,448
1069451,0,,,,
1042287,1,5035,KelhamIsland,9723,1071
1008375,0,,,,
1099401,0,,,,
1076561,0,,,,
1123493,1,7617,EmmausUK,8060,1199
1115243,1,2009,bentley_priory,1056,585
208724,1,15563,waronwant,32935,9152
1106927,0,,,,
1126528,1,47001,thoroughlygood,4528,4333
1130306,1,8857,circulareconomy,43089,1181
1088143,0,,,,
1111045,0,,,,
1116776,0,,,,
1119023,0,,,,
1111283,1,1486,aceafrica,1041,1105
1079126,0,,,,
1098955,0,,,,
1128397,1,5538,PastorSteveJeff,733,359
1002867,0,,,,
1098399,1,606,RelateNorthants,319,272
1132594,0,,,,
1091544,0,,,,
1064231,1,4603,cooltan4,3018,2460
299789,1,2571,woodsidetrust,496,114
1037330,0,,,,
1117288,1,18009,dianaaward,25692,2836
1059883,0,,,,
1015437,1,12574,Dance_4,9893,1015
1094699,0,,,,
1088389,0,,,,
1122475,0,,,,
1090600,0,,,,
1019306,0,,,,
245644,0,,,,
1039966,0,,,,
304022,0,,,,
1114775,0,,,,
1106676,0,,,,
801900,1,878,MSCMissions,109,79
1122504,0,,,,
1123222,1,10,hmct1,19,7
1017562,0,,,,
1129106,1,5296,ebechurch,986,517
1088400,1,2817,SouthLpoolCAB,1616,433
1107261,0,,,,
1122130,1,10823,LSx_News,2603,2617
1107952,0,,,,
525035,0,,,,
1010732,0,,,,
1087460,1,1577,@kentfms,1282,2560
1105048,1,867,AlfanarVP,1152,2098
1125456,0,,,,
1105541,0,,,,
1103221,0,,,,
1095510,1,976,@steel_valley,872,1233
1086843,0,,,,
1085592,0,,,,
1116072,0,,,,
1087375,0,,,,
1105675,1,1732,OakenGroveCC,342,400
1102353,1,1116,charnwoodcab,796,223
1102472,0,,,,
1133900,1,1015,africangifted,1468,1243
1075172,0,,,,
1108504,1,5698,@_ocva,2655,1368
1087340,0,,,,
279747,0,,,,
1134618,1,125,OxfdMethodists,53,6
1108556,0,,,,
1128060,0,,,,
1125646,1,13833,RhythmixMusic,4366,1812
1127642,0,,,,
1097591,0,,,,
1019905,0,,,,
232237,0,,,,
248195,0,,,,
1128534,1,2475,readint,1562,161
277858,0,,,,
1078623,0,,,,
1047599,0,,,,
1128660,0,,,,
299012,0,,,,
215260,0,,,,
1101433,0,,,,
204216,0,,,,
327287,1,102,OLDKENTRDMOSQUE,48,223
1026619,1,42685,ukscreenskills,64738,1804
210531,0,,,,
1076292,0,,,,
1086108,0,,,,
528794,1,23,IAHWMIDS,22,41
1071037,0,,,,
516127,0,,,,
1113616,0,,,,
803024,0,,,,
313082,1,,ftlnetworkon,,
285035,0,,,,
517267,0,,,,
1053389,1,3658,vivatogether,680,530
1112751,0,,,,
290808,0,,,,
1020671,0,,,,
1110725,1,22514,WritersCentre,17571,6396
1052262,0,,,,
1094320,0,,,,
1050876,1,460,workltd,264,86
1041102,0,,,,
1113511,1,7341,EssexWildlife,13187,2779
1051317,1,3493,citadelsthelens,3453,1250
217182,0,,,,
288973,0,,,,
1058308,1,162,SeaviewProject,967,420
208491,0,,,,
517724,1,1654,hotvfundraising,539,428
1119748,1,2474,gatewaychurchwx,452,475
1000714,0,,,,
1058300,0,,,,
274004,0,,,,
1094723,0,,,,
1110736,0,,,,
1059026,0,,,,
1057255,0,,,,
233423,1,7628,TheAbbeyfield,11035,1329
1080250,0,,,,
1098143,0,,,,
1037154,1,758,pioneersuk,1757,726
1095915,1,1192,VineAldershot,561,431
1063068,0,,,,
1107264,1,19186,CitizensUK,20807,2516
1014231,0,,,,
1024139,0,,,,
1014356,0,,,,
1132755,0,,,,
1123232,0,,,,
1043345,0,,,,
310627,0,,,,
1078505,1,0,urafiki1999,8,5
1050212,0,,,,
296689,0,,,,
290525,0,,,,
1126140,1,7,aim_lpc,16,7
1072631,0,,,,
700301,0,,,,
1000544,1,3699,BS3Community,1960,516
1014390,1,11720,DaDaFest,6488,2164
1094888,1,441,thoracic,2485,115
212172,1,2868,DickensMuseum,13182,752
1132780,0,,,,
221800,0,,,,
1062723,1,317,ageukmaidstone,288,137
1037392,0,,,,
281667,0,,,,
213620,1,7332,RoyEntSoc,9027,1082
1003505,1,15274,_spikeisland,29467,2580
800493,0,,,,
249255,0,,,,
1083810,1,13,horsfallhouse,37,109
1102391,0,,,,
1092258,1,5124,MasbroCentre,1338,1144
524963,1,485,GWScouts,537,128
1132473,0,,,,
1133425,1,4841,tcclife,645,259
1072319,0,,,,
1058769,0,,,,
289873,1,91,DonaldWoodsF,41,91
1110184,0,,,,
1132882,0,,,,
1133936,1,6064,smitf_london,7706,1628
1131501,1,6337,sthelenschurch,2271,62
1119076,0,,,,
1097271,1,10188,BRITSAFE,29244,1396
214929,1,43,CornwallNature,126,138
1098673,1,3571,UNDLondon,832,537
1103016,0,,,,
1078199,0,,,,
1036414,0,,,,
1036707,0,,,,
1091105,1,17512,M_R_F,10736,4583
1082658,1,1643,ageukkandc,1681,996
1046869,0,,,,
1099931,1,1184,Kickstart_w2w,1199,1322
1043886,1,8357,FairtradeUK,128403,1093
1130102,0,,,,
297576,0,,,,
1130545,0,,,,
1128427,0,,,,
285111,0,,,,
1057115,0,,,,
512630,0,,,,
1044094,0,,,,
1027819,0,,,,
1100660,1,331,SusannaWesleyFd,201,81
1033919,0,,,,
1106128,0,,,,
1109453,1,5348,suffolkgiving,5377,3969
1113952,1,151,BrynawelFriends,80,97
803420,0,,,,
1049098,0,,,,
1078358,1,12660,HijinxTheatre,4949,1892
1116668,0,,,,
1074890,0,,,,
1103464,0,,,,
1102919,1,144,JABDevon,18,36
1002792,0,,,,
1044073,0,,,,
1091159,0,,,,
1059024,0,,,,
1095945,0,,,,
1093538,1,8234,MuseumofBrands,9586,4565
1035786,0,,,,
1120516,0,,,,
801259,0,,,,
1079101,0,,,,
1105746,0,,,,
1105813,0,,,,
258690,0,,,,
1105847,0,,,,
1053465,0,,,,
243357,0,,,,
1044955,0,,,,
1123870,1,6292,swimathon,5552,763
1113433,0,,,,
803431,1,1196,NAYCYD,738,861
1005993,1,1076,asianmusic_uk,1115,455
277810,1,4240,JubileeSailing,4352,1870
1077649,0,,,,
1107623,0,,,,
1112902,0,,,,
1096193,1,1353,CABCornwall,589,392
235245,0,,,,
1052978,0,,,,
1121109,0,,,,
1085017,1,954,DerwenCymru,822,508
1137675,0,,,,
1129180,0,,,,
800086,0,,,,
803575,1,3610,WorldShare,196,403
1130424,0,,,,
1000013,1,4017,tcfcharity,1644,1547
1000147,0,,,,
1000378,1,1156,LlanfairLine,4218,100
1002057,1,2252,nightsafe,2064,1966
1114633,0,,,,
1024808,0,,,,
1126965,0,,,,
1112664,1,27063,NGSOpenGardens,14990,2337
1069229,0,,,,
1128355,1,8603,lifecharity,2441,1394
507162,0,,,,
1118995,0,,,,
1026543,1,2430,rl_uk,3418,437
1037236,0,,,,
1037310,1,26,XtraxYPC,303,14
1067564,0,,,,
1060724,0,,,,
1045255,1,5128,CommLinksBrom,1397,3146
1073051,1,2848,vertic_org,1626,207
1070142,0,,,,
262158,1,10499,ssgreatbritain,12207,1885
230143,1,1208,CAHSisters,233,145
290547,1,1053,SCFellowship,136,0
1091232,1,6645,RemediRj,1386,563
1129534,0,,,,
504347,1,769,HowickHallGarde,1279,303
1130166,0,,,,
1115564,0,,,,
1132203,0,,,,
702057,0,,,,
266318,0,,,,
1132689,1,16461,EFLTrust,13153,1195
801614,1,575,198cal,1186,915
1133912,1,5500,mchw,1456,652
234229,1,25907,everymanchelt,13125,5229
269285,1,2001,waterandsteam,1861,861
1114168,0,,,,
1085577,0,,,,
236848,1,25774,ICALondon,190788,803
274604,1,1127,NorfArchTrust,909,1124
326859,1,5770,ablechildafrica,2856,2518
201555,1,20,@elliemariedent1,12,40
205913,0,,,,
1132797,0,,,,
1112094,1,5947,GlassHouseCLD,3547,1839
1009671,1,3043,eczemasociety,6397,901
207360,1,1674,thermbi,2655,449
1046808,0,,,,
517478,0,,,,
285420,0,,,,
700205,0,,,,
208123,1,7226,surreywt,13110,1320
1134265,0,,,,
1121666,1,1134,CarmsCarers,982,566
1121300,1,14393,gwaac,10569,3204
1038078,0,,,,
1121704,0,,,,
1122851,0,,,,
1121949,1,3272,SightforSurrey,2117,1878
1061942,0,,,,
1120820,0,,,,
1067746,0,,,,
1118032,1,25,TTFF_uk,55,21
1072383,0,,,,
1122063,0,,,,
1074366,0,,,,
1074755,0,,,,
1075678,1,2546,furdday,1170,799
1131890,1,1483,ccFulwood,197,100
1081214,1,489,Saving_Faces,809,191
1132167,0,,,,
1134344,0,,,,
1130374,0,,,,
1133931,0,,,,
1074020,0,,,,
1128470,0,,,,
1128171,0,,,,
1136136,0,,,,
1132146,0,,,,
1132488,0,,,,
1133806,0,,,,
1130720,1,1439,liskeardprayers,89,60
1131568,0,,,,
1130100,0,,,,
1134615,0,,,,
1019184,0,,,,
1059483,0,,,,
1129672,0,,,,
803262,0,,,,
1126216,1,9091,a_new_direction,6263,1940
1128391,0,,,,
1041901,0,,,,
1134773,0,,,,
280389,1,4665,benurigallery,2794,1281
1005327,0,,,,
1066665,0,,,,
508849,0,,,,
526088,1,8725,Gallowaysblind,1995,1331
1128411,0,,,,
1084910,0,,,,
1110647,0,,,,
1051084,0,,,,
1118626,0,,,,
1019604,0,,,,
1069331,0,,,,
1087085,0,,,,
1040683,0,,,,
1126381,0,,,,
1020630,0,,,,
1004116,0,,,,
1047473,0,,,,
1036940,0,,,,
1079548,0,,,,
1101165,1,271,mertondropin,225,54
1035828,0,,,,
1086841,1,2243,CrossroadsFandH,560,603
1060280,0,,,,
1120162,1,248,bradford_rccg,108,69
1098126,1,57563,harpsouthend,3369,875
1142048,1,21008,GlyndwrUni,18068,3128
701559,1,8042,SalfordCAB,2818,3165
1109141,1,213,BristolCharity,255,143
1095035,0,,,,
1042791,0,,,,
1129974,1,17790,TCMargate,95599,6888
1038328,0,,,,
1110765,0,,,,
1100964,0,,,,
1024295,0,,,,
1106307,0,,,,
1014891,0,,,,
1084775,0,,,,
1067331,0,,,,
1096915,1,173,dunkirkprimary,448,25
1107753,1,1246,vaworthing,947,505
1033685,0,,,,
1120744,1,330,StanhopeShow,713,1432
1086774,1,1248,TabWarks,380,262
1122189,0,,,,
701658,0,,,,
1054157,0,,,,
1047605,0,,,,
1076346,1,4573,mysociety,13743,4054
1069296,1,2451,LighthouseWAid,1625,2147
222407,1,371,the_emw,589,164
230772,1,1474,North_Wales_WT,7426,259
1102489,1,2565,livingoptions,2184,2600
1049878,0,,,,
275487,0,,,,
233269,1,7628,TheAbbeyfield,11035,1329
204609,1,2659,3choirs,3429,1012
264133,1,1449,transformhs,487,609
237725,1,928,JohnLyonCharity,1862,519
272389,0,,,,
227258,0,,,,
1068331,1,6629,yorkearlymusic,5319,4131
1097768,0,,,,
1024166,0,,,,
211053,1,0,yourpathways,249,307
1027201,1,14777,iwpr,11906,7982
1118304,0,,,,
1112532,0,,,,
1060282,0,,,,
1099942,0,,,,
252892,0,,,,
1115834,0,,,,
1096859,0,,,,
1111423,1,397,bdht,365,50
1026339,1,1330,DimbolaMuseum,1046,395
1099519,0,,,,
1135185,0,,,,
1004343,0,,,,
1064275,0,,,,
1110548,0,,,,
1026520,0,,,,
1121764,1,3626,africanprisons,2470,1085
1080867,0,,,,
1000290,0,,,,
504302,0,,,,
1007227,0,,,,
296281,0,,,,
1123768,1,143,HomeStartChi,259,343
1015229,0,,,,
209302,1,22439,shakespearebt,21356,1335
270473,0,,,,
1098579,0,,,,
1109649,0,,,,
285627,0,,,,
1046077,1,8642,walktheplank,7461,3107
1049740,1,437,ConnectionSup,355,403
1038862,1,1933,HofEMencap,1163,755
1121755,1,12835,newartexchange,13834,4178
1045607,0,,,,
1050900,0,,,,
802142,0,,,,
1125591,0,,,,
1128696,0,,,,
1073817,1,1400,BCTKingston,272,483
1058460,0,,,,
1080834,0,,,,
1117560,0,,,,
1105410,0,,,,
1119652,0,,,,
283624,0,,,,
1063645,1,281,ciscschools,344,366
1112427,1,1544,WarwicksWest,442,443
1106209,1,515,BasementB61,449,286
1128440,0,,,,
306075,1,10323,NYTofGB,26751,5403
1069517,1,45,marjoriedeane,287,68
1112646,0,,,,
265170,0,,,,
1093104,0,,,,
1062538,1,717,hailshamcinema,816,57
1120767,0,,,,
1072706,0,,,,
1089334,0,,,,
1112895,1,8012,minjinlee11,7494,2323
1065784,0,,,,
1081753,1,3603,SOEngineers,2932,1767
1112073,0,,,,
1004331,0,,,,
1121326,0,,,,
1114375,0,,,,
1051657,0,,,,
1132840,0,,,,
1066630,0,,,,
1096260,0,,,,
205825,0,,,,
1104395,1,20698,Brentwoodcentre,4571,4189
1097369,0,,,,
1104640,0,,,,
1094235,0,,,,
1132364,0,,,,
1134919,0,,,,
298869,0,,,,
288180,1,15838,helpage,16723,4893
1078170,0,,,,
234887,0,,,,
1111307,0,,,,
1125117,0,,,,
1032058,0,,,,
311449,0,,,,
231480,0,,,,
1000849,0,,,,
1081887,1,1693,shalva_center,420,0
1013264,0,,,,
1048991,1,492,STAMPRevisited,896,1464
1126142,0,,,,
239285,0,,,,
1133074,0,,,,
1111899,0,,,,
1121480,1,5524,Bright_Ideas,6315,2521
1100485,1,3947,wvscharity,4207,4961
1092562,0,,,,
1101572,0,,,,
1108178,0,,,,
1111266,1,14700,stlawrenceu,6408,327
1124104,0,,,,
207622,0,,,,
1084798,1,,hashtag,,
283091,1,4360,chelchilcharity,827,342
207259,0,,,,
1081062,0,,,,
701309,0,,,,
1056875,0,,,,
1121441,0,,,,
1121546,0,,,,
284656,1,1337,conservationfdn,874,546
1114619,0,,,,
1128662,0,,,,
1130270,0,,,,
1084035,0,,,,
1023431,0,,,,
527616,0,,,,
1108093,0,,,,
273207,0,,,,
312897,0,,,,
1122954,1,2873,AgeUKSoton,1127,753
1129091,0,,,,
1121897,0,,,,
1129111,1,451,CheamBaptist,482,439
1131114,0,,,,
1061085,0,,,,
1113529,0,,,,
1090745,0,,,,
1076660,1,84,clubofthree,125,276
1131265,0,,,,
1103481,0,,,,
1112417,0,,,,
1057061,1,12781,apeactionafrica,25852,1934
1018127,1,1373,BucksScout,390,63
298910,1,1431,pitsford_school,1052,134
257265,1,1059,teddington_tc,1004,541
1111999,1,1284,HCGAGardens,953,310
1131448,0,,,,
1130570,0,,,,
1134667,0,,,,
1118440,0,,,,
284406,1,3725,Watercress_Line,6771,1901
220173,0,,,,
1126463,0,,,,
1079192,0,,,,
1111844,0,,,,
1078394,1,15162,THCH_Ltd,2753,854
289294,1,5569,asmforchestra,8712,1210
1003230,0,,,,
1105502,1,3162,LGBTConsortium,24878,1791
1134904,0,,,,
1130189,0,,,,
232228,0,,,,
1093110,0,,,,
1127645,0,,,,
232265,1,,SHSTRSPCA,,
1121330,1,1842,Retasleeds,1565,1509
1135458,0,,,,
1127082,0,,,,
1117324,0,,,,
1088669,0,,,,
1072559,0,,,,
1100479,1,402,penleyrainbow,132,232
1113939,0,,,,
297877,0,,,,
1091882,0,,,,
298028,1,15938,victimsupport,20273,1666
298729,0,,,,
1119049,1,2432,MIDdetention,2573,3074
298096,0,,,,
1044475,0,,,,
1035441,0,,,,
1024609,1,103,thehenleyshow,764,443
1070289,0,,,,
1101756,0,,,,
803015,1,842,tendringshow,1659,630
1127168,1,362,ageukegandd,550,91
1097853,0,,,,
1134240,0,,,,
1065875,0,,,,
1126401,1,2114,tubestationcrew,1680,1121
261270,1,1287,fusilierslondon,807,490
1108377,0,,,,
1096487,0,,,,
1076411,0,,,,
1105947,0,,,,
1059855,1,222,BaynardsZT,57,237
1045731,1,1955,jessiesfund,1242,620
298582,1,790,rosetreest,706,473
1075794,0,,,,
505113,1,1561,corllanelli,1329,1567
1100596,1,,thecolonystud,,
1041714,0,,,,
299889,1,2647,Centre_404,1729,1599
291460,1,4909,fitzmuseum_UK,30244,501
1095032,0,,,,
1104723,1,1943,trhousing,1629,75
1091595,1,403,Nmoor_Community,401,485
312749,0,,,,
1130926,0,,,,
1003699,0,,,,
302881,0,,,,
1073476,0,,,,
258710,0,,,,
1128711,0,,,,
1118290,1,67654,wix,411910,8216
1050459,1,8517,SudepAction,3860,1870
1059251,1,850,HighfieldParkTr,458,266
1014622,1,2207,bradfordcharity,2272,2836
311945,0,,,,
1010396,0,,,,
1061039,0,,,,
1127802,0,,,,
1040693,0,,,,
1052643,1,2199,arenachurch,359,10
1081199,1,5778,PolyFalmouth,6120,1024
700843,0,,,,
1134245,0,,,,
233010,0,,,,
1106323,0,,,,
1088443,0,,,,
314229,0,,,,
327816,0,,,,
309917,1,5650,@MaidwellHall,644,64
1089343,0,,,,
1087244,0,,,,
1076541,1,1411,Prospects1998,248,70
509060,1,49541,MinsterFm,23457,9433
236745,1,3244,posklondon,3884,528
512186,1,7831,@StCatherinesPre,4018,1495
1086292,1,190,hscamden,465,480
1104484,0,,,,
512992,1,3363,fatherhudsons,1043,1156
1047063,0,,,,
1120461,1,,20503855,,
314179,1,599,TAUTrust,170,340
327978,1,3509,Cartoonmuseumuk,8284,1528
515154,1,20168,WolvesGrand,14169,2644
1039735,0,,,,
1086592,0,,,,
515445,1,1769,anturwaunfawr,940,473
1014868,1,2779,catchinglives,1583,910
1093686,0,,,,
1130152,0,,,,
1001022,1,4018,wctclacton,4783,3708
519767,1,3252,StCuthsHospice,1987,1986
801571,1,7731,BrandonTrust,4056,389
1061359,1,13867,winstonswish,13099,5543
205685,0,,,,
1004103,1,9562,thewallich,6581,3908
269707,0,,,,
1051885,0,,,,
1015693,0,,,,
1004253,0,,,,
1118251,0,,,,
1121786,0,,,,
1103980,1,4581,sportspace1,1774,622
802976,0,,,,
1010444,1,2212,NEBOSHTweets,13211,77
1055005,0,,,,
1047981,1,3073,LeedsAutism,2458,1659
229942,0,,,,
1110244,1,9024,C20Society,12804,577
326340,0,,,,
1009195,0,,,,
1015324,1,42685,ukscreenskills,64738,1804
289508,0,,,,
1134046,0,,,,
1024543,1,17325,AiG,55243,2802
236464,0,,,,
203520,0,,,,
244108,1,10833,rdanational,7265,4242
1095545,0,,,,
210848,1,532,rafcharitable,1261,207
1092751,0,,,,
1143359,1,3924,LordWandsworth,2708,339
1116923,0,,,,
1120059,1,10064,camfilmfest,25613,1611
1014986,1,1261,FremantleTrust,855,1000
276899,1,558,fnf_media,1028,273
1111440,1,17162,badgertrust,29070,433
1040487,0,,,,
1057370,0,,,,
309102,1,772,WaverleySchool,314,101
1141077,1,4702,connectmycareer,1745,1254
1017501,1,6465,LNAACT,9608,936
1017504,1,32034,4EVERManchester,20496,7112
1024945,0,,,,
1091697,0,,,,
1040170,1,164,MurrayHall11,248,94
505947,1,1152,monmouth_show,697,429
1142109,0,,,,
1125537,0,,,,
1046826,1,17542,isabelhospice,3410,912
1046648,0,,,,
1048236,1,3325,TheAvalonGroup,971,857
227848,1,11493,heartintheworld,1183,691
1065510,1,2294,TheSainsburyLab,8218,178
504481,0,,,,
1067883,1,9703,JulianSupport,11805,12891
1143299,1,4274,NTLearningTrust,2523,975
1075120,1,9925,cumbriacf,5879,1478
1143715,0,,,,
1077084,0,,,,
1073877,0,,,,
1079966,0,,,,
1080837,1,18411,PRSFoundation,35942,4107
1081229,0,,,,
1140762,1,7108,cardiffmet,24279,1483
1141565,1,19820,BangorUni,34930,1519
307925,1,261,thenewbeacon,271,42
1140097,0,,,,
500210,0,,,,
1081032,1,1143,WHAG8,577,684
1111355,0,,,,
200359,1,4779,MeathCharity,1440,453
1134216,0,,,,
1129137,1,2254,AllHallowsTower,733,208
1113882,1,82,SignsofGodBSL,231,93
296097,0,,,,
1075784,0,,,,
